From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
P25666	P25666	reviewed	HTRL_ECOLI	Protein HtrL	htrL yibB b3618 JW5644	Escherichia coli (strain K12)	285
P25685	P25685	reviewed	DNJB1_HUMAN	DnaJ homolog subfamily B member 1 (DnaJ protein homolog 1) (Heat shock 40 kDa protein 1) (HSP40) (Heat shock protein 40) (Human DnaJ protein 1) (hDj-1)	DNAJB1 DNAJ1 HDJ1 HSPF1	Homo sapiens (Human)	340
P25686	P25686	reviewed	DNJB2_HUMAN	DnaJ homolog subfamily B member 2 (Heat shock 40 kDa protein 3) (Heat shock protein J1) (HSJ-1)	DNAJB2 HSJ1 HSPF3	Homo sapiens (Human)	324
P25694	P25694	reviewed	CDC48_YEAST	Cell division control protein 48 (EC 3.6.4.6) (Cell division cycle protein 48) (Transitional endoplasmic reticulum ATPase homolog)	CDC48 YDL126C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	835
P25705	P25705	reviewed	ATPA_HUMAN	ATP synthase F(1) complex subunit alpha, mitochondrial (ATP synthase F1 subunit alpha)	ATP5F1A ATP5A ATP5A1 ATP5AL2 ATPM	Homo sapiens (Human)	553
P25714	P25714	reviewed	YIDC_ECOLI	Membrane protein insertase YidC (Foldase YidC) (Inner membrane protein YidC) (Membrane integrase YidC) (Oxa1Ec)	yidC b3705 JW3683	Escherichia coli (strain K12)	548
P25718	P25718	reviewed	AMY1_ECOLI	Periplasmic alpha-amylase (EC 3.2.1.1) (1,4-alpha-D-glucan glucanohydrolase)	malS b3571 JW3543	Escherichia coli (strain K12)	676
P25719	P25719	reviewed	CYPC_YEAST	Peptidyl-prolyl cis-trans isomerase C, mitochondrial (PPIase C) (EC 5.2.1.8) (Cyclophilin C) (PPI-III) (Rotamase C)	CPR3 CYP3 YML078W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	182
P25738	P25738	reviewed	MSYB_ECOLI	Acidic protein MsyB	msyB b1051 JW1039	Escherichia coli (strain K12)	124
P25745	P25745	reviewed	MNMA_ECOLI	tRNA-specific 2-thiouridylase MnmA (EC 2.8.1.13)	mnmA asuE trmU ycfB b1133 JW1119	Escherichia coli (strain K12)	368
P25748	P25748	reviewed	GALS_ECOLI	HTH-type transcriptional regulator GalS (Mgl repressor and galactose ultrainduction factor)	galS b2151 JW2138	Escherichia coli (strain K12)	346
P25786	P25786	reviewed	PSA1_HUMAN	Proteasome subunit alpha type-1 (30 kDa prosomal protein) (PROS-30) (Macropain subunit C2) (Multicatalytic endopeptidase complex subunit C2) (Proteasome component C2) (Proteasome nu chain) (Proteasome subunit alpha-6) (alpha-6)	PSMA1 HC2 NU PROS30 PSC2	Homo sapiens (Human)	263
P25787	P25787	reviewed	PSA2_HUMAN	Proteasome subunit alpha type-2 (Macropain subunit C3) (Multicatalytic endopeptidase complex subunit C3) (Proteasome component C3) (Proteasome subunit alpha-2) (alpha-2)	PSMA2 HC3 PSC3	Homo sapiens (Human)	234
P25788	P25788	reviewed	PSA3_HUMAN	Proteasome subunit alpha type-3 (Macropain subunit C8) (Multicatalytic endopeptidase complex subunit C8) (Proteasome component C8) (Proteasome subunit alpha-7) (alpha-7)	PSMA3 HC8 PSC8	Homo sapiens (Human)	255
P25789	P25789	reviewed	PSA4_HUMAN	Proteasome subunit alpha type-4 (Macropain subunit C9) (Multicatalytic endopeptidase complex subunit C9) (Proteasome component C9) (Proteasome subunit L) (Proteasome subunit alpha-3) (alpha-3)	PSMA4 HC9 PSC9	Homo sapiens (Human)	261
P25808	P25808	reviewed	SPB4_YEAST	ATP-dependent rRNA helicase SPB4 (EC 3.6.4.13) (Suppressor of PAB1 protein 4)	SPB4 YFL002C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	606
P25815	P25815	reviewed	S100P_HUMAN	Protein S100-P (Migration-inducing gene 9 protein) (MIG9) (Protein S100-E) (S100 calcium-binding protein P)	S100P S100E	Homo sapiens (Human)	95
P25846	P25846	reviewed	MSH1_YEAST	DNA mismatch repair protein MSH1, mitochondrial (MutS protein homolog 1)	MSH1 YHR120W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	959
P25847	P25847	reviewed	MSH2_YEAST	DNA mismatch repair protein MSH2 (MutS protein homolog 2)	MSH2 YOL090W O0935	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	964
P25888	P25888	reviewed	RHLE_ECOLI	ATP-dependent RNA helicase RhlE (EC 3.6.4.13)	rhlE b0797 JW0781	Escherichia coli (strain K12)	454
P25894	P25894	reviewed	LOIP_ECOLI	Metalloprotease LoiP (EC 3.4.24.-)	loiP yggG b2936 JW2903	Escherichia coli (strain K12)	252
P25906	P25906	reviewed	PDXI_ECOLI	Pyridoxine 4-dehydrogenase (EC 1.1.1.65)	pdxI ydbC b1406 JW1403	Escherichia coli (strain K12)	286
P25963	P25963	reviewed	IKBA_HUMAN	NF-kappa-B inhibitor alpha (I-kappa-B-alpha) (IkB-alpha) (IkappaBalpha) (Major histocompatibility complex enhancer-binding protein MAD3)	NFKBIA IKBA MAD3 NFKBI	Homo sapiens (Human)	317
P26006	P26006	reviewed	ITA3_HUMAN	Integrin alpha-3 (CD49 antigen-like family member C) (FRP-2) (Galactoprotein B3) (GAPB3) (VLA-3 subunit alpha) (CD antigen CD49c) [Cleaved into: Integrin alpha-3 heavy chain; Integrin alpha-3 light chain]	ITGA3 MSK18	Homo sapiens (Human)	1051
P26012	P26012	reviewed	ITB8_HUMAN	Integrin beta-8	ITGB8	Homo sapiens (Human)	769
P26038	P26038	reviewed	MOES_HUMAN	Moesin (Membrane-organizing extension spike protein)	MSN	Homo sapiens (Human)	577
P26045	P26045	reviewed	PTN3_HUMAN	Tyrosine-protein phosphatase non-receptor type 3 (EC 3.1.3.48) (Protein-tyrosine phosphatase H1) (PTP-H1)	PTPN3 PTPH1	Homo sapiens (Human)	913
P26196	P26196	reviewed	DDX6_HUMAN	Probable ATP-dependent RNA helicase DDX6 (EC 3.6.4.13) (ATP-dependent RNA helicase p54) (DEAD box protein 6) (Oncogene RCK)	DDX6 HLR2 RCK	Homo sapiens (Human)	483
P26263	P26263	reviewed	PDC6_YEAST	Pyruvate decarboxylase isozyme 3 (EC 4.1.1.-) (EC 4.1.1.43) (EC 4.1.1.72) (EC 4.1.1.74) (Thiamine pyrophosphate-dependent 2-oxo-acid decarboxylase) (2ODC)	PDC6 YGR087C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	563
P26321	P26321	reviewed	RL5_YEAST	Large ribosomal subunit protein uL18 (60S ribosomal protein L5) (L1) (L1a) (Ribosomal 5S RNA-binding protein) (YL3)	RPL5 RPL1 RPL1A YPL131W LPI14W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	297
P26358	P26358	reviewed	DNMT1_HUMAN	DNA (cytosine-5)-methyltransferase 1 (Dnmt1) (EC 2.1.1.37) (CXXC-type zinc finger protein 9) (DNA methyltransferase HsaI) (DNA MTase HsaI) (M.HsaI) (MCMT)	DNMT1 AIM CXXC9 DNMT	Homo sapiens (Human)	1616
P26364	P26364	reviewed	KAD3_YEAST	GTP:AMP phosphotransferase, mitochondrial (EC 2.7.4.10) (Adenylate kinase 3) (AK 3)	ADK2 AKY3 PAK3 YER170W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	225
P26367	P26367	reviewed	PAX6_HUMAN	Paired box protein Pax-6 (Aniridia type II protein) (Oculorhombin)	PAX6 AN2	Homo sapiens (Human)	422
P26368	P26368	reviewed	U2AF2_HUMAN	Splicing factor U2AF 65 kDa subunit (U2 auxiliary factor 65 kDa subunit) (hU2AF(65)) (hU2AF65) (U2 snRNP auxiliary factor large subunit)	U2AF2 U2AF65	Homo sapiens (Human)	475
P26373	P26373	reviewed	RL13_HUMAN	Large ribosomal subunit protein eL13 (60S ribosomal protein L13) (Breast basic conserved protein 1)	RPL13 BBC1 OK/SW-cl.46	Homo sapiens (Human)	211
P26374	P26374	reviewed	RAE2_HUMAN	Rab proteins geranylgeranyltransferase component A 2 (Choroideremia-like protein) (Rab escort protein 2) (REP-2)	CHML REP2	Homo sapiens (Human)	656
P26378	P26378	reviewed	ELAV4_HUMAN	ELAV-like protein 4 (Hu-antigen D) (HuD) (Paraneoplastic encephalomyelitis antigen HuD)	ELAVL4 HUD PNEM	Homo sapiens (Human)	385
Q12926	Q12926	reviewed	ELAV2_HUMAN	ELAV-like protein 2 (ELAV-like neuronal protein 1) (Hu-antigen B) (HuB) (Nervous system-specific RNA-binding protein Hel-N1)	ELAVL2 HUB	Homo sapiens (Human)	359
P26440	P26440	reviewed	IVD_HUMAN	Isovaleryl-CoA dehydrogenase, mitochondrial (IVD) (EC 1.3.8.4) (Butyryl-CoA dehydrogenase) (EC 1.3.8.1)	IVD	Homo sapiens (Human)	426
P26447	P26447	reviewed	S10A4_HUMAN	Protein S100-A4 (Calvasculin) (Metastasin) (Placental calcium-binding protein) (Protein Mts1) (S100 calcium-binding protein A4)	S100A4 CAPL MTS1	Homo sapiens (Human)	101
P26449	P26449	reviewed	BUB3_YEAST	Spindle assembly checkpoint protein BUB3 (Cell cycle arrest protein BUB3)	BUB3 YOR026W OR26.16	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	341
P26570	P26570	reviewed	PPZ1_YEAST	Serine/threonine-protein phosphatase PP-Z1 (EC 3.1.3.16)	PPZ1 YML016C YM9571.02C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	692
P26572	P26572	reviewed	MGAT1_HUMAN	Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase (EC 2.4.1.101) (N-glycosyl-oligosaccharide-glycoprotein N-acetylglucosaminyltransferase I) (GNT-I) (GlcNAc-T I)	MGAT1 GGNT1 GLCT1 GLYT1 MGAT	Homo sapiens (Human)	445
P26583	P26583	reviewed	HMGB2_HUMAN	High mobility group protein B2 (High mobility group protein 2) (HMG-2)	HMGB2 HMG2	Homo sapiens (Human)	209
P26599	P26599	reviewed	PTBP1_HUMAN	Polypyrimidine tract-binding protein 1 (PTB) (57 kDa RNA-binding protein PPTB-1) (Heterogeneous nuclear ribonucleoprotein I) (hnRNP I)	PTBP1 PTB	Homo sapiens (Human)	557
P26612	P26612	reviewed	AMY2_ECOLI	Cytoplasmic alpha-amylase (EC 3.2.1.1) (1,4-alpha-D-glucan glucanohydrolase)	amyA yedC b1927 JW1912	Escherichia coli (strain K12)	495
P26616	P26616	reviewed	MAO1_ECOLI	NAD-dependent malic enzyme (NAD-ME) (EC 1.1.1.38)	maeA sfcA b1479 JW5238	Escherichia coli (strain K12)	565
P26637	P26637	reviewed	SYLC_YEAST	Leucine--tRNA ligase, cytoplasmic (EC 6.1.1.4) (Leucyl-tRNA synthetase) (LeuRS)	CDC60 YPL160W P2564	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1090
P26639	P26639	reviewed	SYTC_HUMAN	Threonine--tRNA ligase 1, cytoplasmic (EC 6.1.1.3) (Threonyl-tRNA synthetase) (ThrRS) (Threonyl-tRNA synthetase 1)	TARS1 TARS	Homo sapiens (Human)	723
P26640	P26640	reviewed	SYVC_HUMAN	Valine--tRNA ligase (EC 6.1.1.9) (Protein G7a) (Valyl-tRNA synthetase) (ValRS)	VARS1 G7A VARS VARS2	Homo sapiens (Human)	1264
P26641	P26641	reviewed	EF1G_HUMAN	Elongation factor 1-gamma (EF-1-gamma) (eEF-1B gamma)	EEF1G EF1G PRO1608	Homo sapiens (Human)	437
P26646	P26646	reviewed	ACUI_ECOLI	Probable acrylyl-CoA reductase AcuI (EC 1.3.1.84) (Acryloyl-coenzyme A reductase AcuI)	acuI yhdH b3253 JW3222	Escherichia coli (strain K12)	324
P26651	P26651	reviewed	TTP_HUMAN	mRNA decay activator protein ZFP36 (G0/G1 switch regulatory protein 24) (Growth factor-inducible nuclear protein NUP475) (Tristetraprolin) (Zinc finger protein 36) (Zfp-36)	ZFP36 G0S24 NUP475 RNF162A TIS11A TTP	Homo sapiens (Human)	326
P26717	P26717	reviewed	NKG2C_HUMAN	NKG2-C type II integral membrane protein (CD159 antigen-like family member C) (NK cell receptor C) (NKG2-C-activating NK receptor) (CD antigen CD159c)	KLRC2 NKG2C	Homo sapiens (Human)	231
Q07444	Q07444	reviewed	NKG2E_HUMAN	NKG2-E type II integral membrane protein (NK cell receptor E) (NKG2-E-activating NK receptor)	KLRC3 NKG2E	Homo sapiens (Human)	240
P26718	P26718	reviewed	NKG2D_HUMAN	NKG2-D type II integral membrane protein (Killer cell lectin-like receptor subfamily K member 1) (NK cell receptor D) (NKG2-D-activating NK receptor) (CD antigen CD314)	KLRK1 D12S2489E NKG2D	Homo sapiens (Human)	216
P26725	P26725	reviewed	YUR1_YEAST	Probable mannosyltransferase YUR1 (EC 2.4.1.-)	YUR1 YJL139C J0657	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	428
P26754	P26754	reviewed	RFA2_YEAST	Replication factor A protein 2 (RF-A protein 2) (DNA-binding protein BUF1) (Replication protein A 36 kDa subunit)	RFA2 BUF1 YNL312W N0368	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	273
P26755	P26755	reviewed	RFA3_YEAST	Replication factor A protein 3 (RF-A) (Replication protein A 13 kDa subunit)	RFA3 YJL173C J0506	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	122
P26783	P26783	reviewed	RS5_YEAST	Small ribosomal subunit protein uS7 (40S ribosomal protein S5) (RP14) (S2) (YS8)	RPS5 RPS2 YJR123W J2045	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	225
P26784	P26784	reviewed	RL16A_YEAST	Large ribosomal subunit protein uL13A (60S ribosomal protein L16-A) (L13a) (L21) (RP22) (YL15)	RPL16A RPL13 RPL21A YIL133C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	199
P26785	P26785	reviewed	RL16B_YEAST	Large ribosomal subunit protein uL13B (60S ribosomal protein L16-B) (L21) (RP23) (YL15)	RPL16B RP23 RPL21B YNL069C N2377	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	198
P26786	P26786	reviewed	RS7A_YEAST	Small ribosomal subunit protein eS7A (40S ribosomal protein S7-A) (RP30) (RP40)	RPS7A RPS30 YOR096W YOR3177W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	190
P26793	P26793	reviewed	FEN1_YEAST	Flap endonuclease 1 (FEN-1) (EC 3.1.-.-) (Flap structure-specific endonuclease 1) (RAD2 homolog nuclease 1) (RTH1 nuclease) (Structure-specific endonuclease RAD27)	RAD27 FEN1 RTH1 YKL113C YKL510	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	382
P26798	P26798	reviewed	INO2_YEAST	Protein INO2	INO2 DIE1 SCS1 YDR123C YD9727.18C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	304
P26885	P26885	reviewed	FKBP2_HUMAN	Peptidyl-prolyl cis-trans isomerase FKBP2 (PPIase FKBP2) (EC 5.2.1.8) (13 kDa FK506-binding protein) (13 kDa FKBP) (FKBP-13) (FK506-binding protein 2) (FKBP-2) (Immunophilin FKBP13) (Rotamase)	FKBP2 FKBP13	Homo sapiens (Human)	142
P26927	P26927	reviewed	HGFL_HUMAN	Hepatocyte growth factor-like protein (Macrophage stimulatory protein) (Macrophage-stimulating protein) (MSP) [Cleaved into: Hepatocyte growth factor-like protein alpha chain; Hepatocyte growth factor-like protein beta chain]	MST1 D3F15S2 DNF15S2 HGFL	Homo sapiens (Human)	711
P27105	P27105	reviewed	STOM_HUMAN	Stomatin (Erythrocyte band 7 integral membrane protein) (Erythrocyte membrane protein band 7.2) (Protein 7.2b)	STOM BND7 EPB72	Homo sapiens (Human)	288
P27144	P27144	reviewed	KAD4_HUMAN	Adenylate kinase 4, mitochondrial (EC 2.7.4.4) (EC 2.7.4.6) (Adenylate kinase 3-like) (GTP:AMP phosphotransferase AK4)	AK4 AK3 AK3L1	Homo sapiens (Human)	223
P27169	P27169	reviewed	PON1_HUMAN	Serum paraoxonase/arylesterase 1 (PON 1) (EC 3.1.1.2) (EC 3.1.1.81) (EC 3.1.8.1) (Aromatic esterase 1) (A-esterase 1) (K-45) (Serum aryldialkylphosphatase 1)	PON1 PON	Homo sapiens (Human)	355
P27216	P27216	reviewed	ANX13_HUMAN	Annexin A13 (Annexin XIII) (Annexin-13) (Intestine-specific annexin) (ISA)	ANXA13 ANX13	Homo sapiens (Human)	316
P27248	P27248	reviewed	GCST_ECOLI	Aminomethyltransferase (EC 2.1.2.10) (Glycine cleavage system T protein)	gcvT b2905 JW2873	Escherichia coli (strain K12)	364
P27250	P27250	reviewed	AHR_ECOLI	Aldehyde reductase Ahr (EC 1.1.1.2) (Zinc-dependent alcohol dehydrogenase Ahr)	ahr yjgB b4269 JW5761	Escherichia coli (strain K12)	339
P27253	P27253	reviewed	SCPA_ECOLI	Methylmalonyl-CoA mutase (MCM) (EC 5.4.99.2)	scpA sbm yliK b2917 JW2884	Escherichia coli (strain K12)	714
P27278	P27278	reviewed	NADR_ECOLI	Trifunctional NAD biosynthesis/regulator protein NadR [Includes: Transcriptional regulator NadR; Nicotinamide mononucleotide adenylyltransferase (NMN adenylyltransferase) (NMN-AT) (NMNAT) (EC 2.7.7.1) (Nicotinamide ribonucleotide adenylyltransferase) (Nicotinamide-nucleotide adenylyltransferase); Ribosylnicotinamide kinase (RNK) (EC 2.7.1.22) (Nicotinamide riboside kinase) (NRK) (NmR-K)]	nadR nadI b4390 JW5800	Escherichia coli (strain K12)	410
P27298	P27298	reviewed	OPDA_ECOLI	Oligopeptidase A (EC 3.4.24.70)	prlC opdA b3498 JW3465	Escherichia coli (strain K12)	680
P27302	P27302	reviewed	TKT1_ECOLI	Transketolase 1 (TK 1) (EC 2.2.1.1)	tktA tkt b2935 JW5478	Escherichia coli (strain K12)	663
P27306	P27306	reviewed	STHA_ECOLI	Soluble pyridine nucleotide transhydrogenase (STH) (EC 1.6.1.1) (NAD(P)(+) transhydrogenase [B-specific])	sthA sth udhA b3962 JW5551	Escherichia coli (strain K12)	466
P27338	P27338	reviewed	AOFB_HUMAN	Amine oxidase [flavin-containing] B (EC 1.4.3.21) (EC 1.4.3.4) (Monoamine oxidase type B) (MAO-B)	MAOB	Homo sapiens (Human)	520
P27344	P27344	reviewed	DPB3_YEAST	DNA polymerase epsilon subunit C (DNA polymerase II subunit C)	DPB3 YBR278W YBR2015	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	201
P27348	P27348	reviewed	1433T_HUMAN	14-3-3 protein theta (14-3-3 protein T-cell) (14-3-3 protein tau) (Protein HS1)	YWHAQ	Homo sapiens (Human)	245
P27351	P27351	reviewed	AP2B_YEAST	AP-2 complex subunit beta (Beta-2-adaptin) (Beta-adaptin) (Clathrin assembly protein complex 2 beta large chain) (Clathrin assembly protein large beta chain)	APL1 YAP80 YJR005W J1422	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	700
P27361	P27361	reviewed	MK03_HUMAN	Mitogen-activated protein kinase 3 (MAP kinase 3) (MAPK 3) (EC 2.7.11.24) (ERT2) (Extracellular signal-regulated kinase 1) (ERK-1) (Insulin-stimulated MAP2 kinase) (MAP kinase isoform p44) (p44-MAPK) (Microtubule-associated protein 2 kinase) (p44-ERK1)	MAPK3 ERK1 PRKM3	Homo sapiens (Human)	379
P27431	P27431	reviewed	ROXA_ECOLI	Ribosomal protein uL16 3-hydroxylase (EC 1.14.11.47) (Ribosomal oxygenase RoxA) (ROX)	roxA ycfD b1128 JW1114	Escherichia coli (strain K12)	373
P27434	P27434	reviewed	RODZ_ECOLI	Cytoskeleton protein RodZ	rodZ yfgA b2516 JW2500	Escherichia coli (strain K12)	337
P27448	P27448	reviewed	MARK3_HUMAN	MAP/microtubule affinity-regulating kinase 3 (EC 2.7.11.1) (C-TAK1) (cTAK1) (Cdc25C-associated protein kinase 1) (ELKL motif kinase 2) (EMK-2) (Protein kinase STK10) (Ser/Thr protein kinase PAR-1) (Par-1a) (Serine/threonine-protein kinase p78)	MARK3 CTAK1 EMK2	Homo sapiens (Human)	753
P27449	P27449	reviewed	VATL_HUMAN	V-type proton ATPase 16 kDa proteolipid subunit c (V-ATPase 16 kDa proteolipid subunit c) (Vacuolar proton pump 16 kDa proteolipid subunit c)	ATP6V0C ATP6C ATP6L ATPL	Homo sapiens (Human)	155
P27466	P27466	reviewed	KCC1_YEAST	Calcium/calmodulin-dependent protein kinase I (EC 2.7.11.17)	CMK1 YFR014C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	446
P27472	P27472	reviewed	GYS2_YEAST	Glycogen [starch] synthase isoform 2 (EC 2.4.1.11)	GSY2 YLR258W L8479.8	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	705
P27476	P27476	reviewed	NSR1_YEAST	Nuclear localization sequence-binding protein (p67)	NSR1 YGR159C G7001	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	414
P27482	P27482	reviewed	CALL3_HUMAN	Calmodulin-like protein 3 (CaM-like protein) (CLP) (Calmodulin-related protein NB-1)	CALML3	Homo sapiens (Human)	149
P27514	P27514	reviewed	PHO91_YEAST	Low-affinity phosphate transporter PHO91	PHO91 YNR013C N2052	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	894
P27515	P27515	reviewed	URK1_YEAST	Uridine kinase (EC 2.7.1.48) (Uridine monophosphokinase)	URK1 YNR012W N2050	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	501
P27540	P27540	reviewed	ARNT_HUMAN	Aryl hydrocarbon receptor nuclear translocator (ARNT protein) (Class E basic helix-loop-helix protein 2) (bHLHe2) (Dioxin receptor, nuclear translocator) (Hypoxia-inducible factor 1-beta) (HIF-1-beta) (HIF1-beta)	ARNT BHLHE2	Homo sapiens (Human)	789
P27550	P27550	reviewed	ACSA_ECOLI	Acetyl-coenzyme A synthetase (AcCoA synthetase) (Acs) (EC 6.2.1.1) (Acetate--CoA ligase) (Acyl-activating enzyme)	acs yfaC b4069 JW4030	Escherichia coli (strain K12)	652
P27614	P27614	reviewed	CBPS_YEAST	Carboxypeptidase S (EC 3.4.17.4) (GLY-X carboxypeptidase) (YSCS)	CPS1 CPS YJL172W J0510	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	576
P27616	P27616	reviewed	PUR7_YEAST	Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6) (SAICAR synthetase)	ADE1 YAR015W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	306
P27635	P27635	reviewed	RL10_HUMAN	Large ribosomal subunit protein uL16 (60S ribosomal protein L10) (Laminin receptor homolog) (Protein QM) (Ribosomal protein L10) (Tumor suppressor QM)	RPL10 DXS648E QM	Homo sapiens (Human)	214
P27636	P27636	reviewed	CDC15_YEAST	Cell division control protein 15 (EC 2.7.11.1)	CDC15 LYT1 YAR019C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	974
P27637	P27637	reviewed	BUD14_YEAST	Bud site selection protein 14	BUD14 YAR014C FUN2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	709
P27680	P27680	reviewed	COQ3_YEAST	Ubiquinone biosynthesis O-methyltransferase, mitochondrial (3,4-dihydroxy-5-hexaprenylbenzoate methyltransferase) (DHHB methyltransferase) (DHHB-MT) (DHHB-MTase) (3-demethylubiquinol 3-O-methyltransferase) (EC 2.1.1.64) (3-demethylubiquinone 3-O-methyltransferase) (EC 2.1.1.-) (3-demethylubiquinone-6 3-O-methyltransferase) (Hexaprenyldihydroxybenzoate methyltransferase) (Polyprenyldihydroxybenzoate methyltransferase) (EC 2.1.1.114)	COQ3 YOL096C HRF316	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	312
P27692	P27692	reviewed	SPT5_YEAST	Transcription elongation factor SPT5 (Chromatin elongation factor SPT5)	SPT5 YML010W YM9571.08	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1063
P27694	P27694	reviewed	RFA1_HUMAN	Replication protein A 70 kDa DNA-binding subunit (RP-A p70) (Replication factor A protein 1) (RF-A protein 1) (Single-stranded DNA-binding protein) [Cleaved into: Replication protein A 70 kDa DNA-binding subunit, N-terminally processed]	RPA1 REPA1 RPA70	Homo sapiens (Human)	616
